City,VAT Catheter Measure Score,National Average VAT Catheter Measure Score,VAT Fistula Measure Score,National Average Fistula Measure Score,Vascular Access Combined Measure Score,National Average Vascular Access Combined Measure Score,Kt/V Comprehensive Measure Score,National Average Kt/V Comprehensive Measure Score,Hypercalcemia Measure Score,National Average Hypercalcemia Measure Score,NHSN Influenza Measure Score,National Average NHSN Influenza Measure Score,NHSN BSI Measure Score,National Average NHSN BSI Measure Score,NHSN Combined Measure Score,National Average NHSN Combined Measure Score,ICH CAHPS Measure Score,National Average ICH CAHPS Measure Score,Mineral Metabolism Measure Score,National Avg Mineral Metabolism Measure Score,Anemia Management Measure Score,National Average Anemia Management Measure Score,Standardized Readmission Ratio (SRR) Measure Score,National Average SRR Measure Score,Standardized Transfusion Ratio (STrR) Measure Score,National Average STrR Measure Score,Clinical Depression Screening and Follow-up Measure Score,National Average Clinical Depression Screening and Follow-up Measure Score,Pain Assessment and Follow-up Measure Score,National Average Pain Assessment and Follow-up Measure Score,Total Performance Score
MOUNTLAKE TERRACE,6.0,5.0,8.0,5.0,7.0,5.0,7.0,8.0,10.0,8.0,10.0,9.0,8.0,6.0,9.0,7.0,5.0,5.0,10.0,9.0,10.0,10.0,5.0,5.0,7.0,5.0,10.0,10.0,10.0,10.0,72.0
MT. CARMEL,4.0,5.0,9.0,5.0,6.0,5.0,9.0,8.0,10.0,8.0,10.0,9.0,10.0,6.0,10.0,7.0,7.0,5.0,10.0,9.0,10.0,10.0,2.0,5.0,3.0,5.0,10.0,10.0,10.0,10.0,71.0
MUNCIE,2.5,5.0,6.5,5.0,4.5,5.0,9.0,8.0,7.0,8.0,10.0,9.0,8.0,6.0,9.0,7.0,7.0,5.0,10.0,9.0,10.0,10.0,5.5,5.0,8.0,5.0,10.0,10.0,10.0,10.0,74.5
MUNDELEIN,9.0,5.0,10.0,5.0,9.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,8.0,6.0,9.0,7.0,9.0,5.0,10.0,9.0,10.0,10.0,4.0,5.0,10.0,5.0,10.0,10.0,10.0,10.0,88.0
MUNROE FALLS,7.0,5.0,3.0,5.0,5.0,5.0,9.0,8.0,7.0,8.0,10.0,9.0,4.0,6.0,6.0,7.0,5.0,5.0,10.0,9.0,10.0,10.0,9.0,5.0,7.0,5.0,10.0,10.0,10.0,10.0,70.0
MUNSTER,7.0,5.0,7.0,5.0,7.0,5.0,8.0,8.0,2.0,8.0,10.0,9.0,0.0,6.0,4.0,7.0,6.0,5.0,10.0,9.0,10.0,10.0,4.0,5.0,1.0,5.0,10.0,10.0,10.0,10.0,56.0
MURFREESBORO,5.0,5.0,0.0,5.0,3.0,5.0,4.0,8.0,3.0,8.0,10.0,9.0,7.0,6.0,8.0,7.0,2.0,5.0,10.0,9.0,10.0,10.0,2.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,45.0
MURRAY,8.0,5.0,7.0,5.0,8.0,5.0,9.0,8.0,10.0,8.0,10.0,9.0,4.0,6.0,6.0,7.0,10.0,5.0,10.0,9.0,10.0,10.0,6.0,5.0,8.0,5.0,10.0,10.0,10.0,10.0,83.0
MURRIETA,8.0,5.0,7.0,5.0,8.0,5.0,8.0,8.0,8.0,8.0,10.0,9.0,3.0,6.0,6.0,7.0,6.0,5.0,10.0,9.0,10.0,10.0,3.0,5.0,3.0,5.0,10.0,10.0,10.0,10.0,65.0
MUSKEGON,9.0,5.0,4.0,5.0,7.0,5.0,8.0,8.0,10.0,8.0,10.0,9.0,0.0,6.0,4.0,7.0,8.0,5.0,7.0,9.0,10.0,10.0,7.0,5.0,7.0,5.0,10.0,10.0,10.0,10.0,73.0
MUSKEGON HEIGHTS,4.0,5.0,4.0,5.0,4.0,5.0,10.0,8.0,8.0,8.0,10.0,9.0,0.0,6.0,4.0,7.0,8.0,5.0,10.0,9.0,10.0,10.0,8.0,5.0,8.0,5.0,10.0,10.0,10.0,10.0,73.0
MUSKOGEE,3.5,5.0,6.5,5.0,4.5,5.0,9.0,8.0,8.5,8.0,10.0,9.0,6.5,6.0,7.5,7.0,7.0,5.0,9.5,9.0,10.0,10.0,3.5,5.0,4.5,5.0,10.0,10.0,10.0,10.0,67.5
NAMPA,4.0,5.0,7.0,5.0,5.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,10.0,6.0,10.0,7.0,10.0,5.0,10.0,9.0,10.0,10.0,5.0,5.0,6.0,5.0,10.0,10.0,10.0,10.0,83.0
NANTICOKE,1.0,5.0,7.0,5.0,4.0,5.0,7.0,8.0,5.0,8.0,10.0,9.0,9.0,6.0,9.0,7.0,2.0,5.0,10.0,9.0,10.0,10.0,0.0,5.0,0.0,5.0,10.0,10.0,10.0,10.0,46.0
NAPA,8.0,5.0,8.0,5.0,8.0,5.0,6.0,8.0,6.0,8.0,10.0,9.0,2.0,6.0,5.0,7.0,4.0,5.0,10.0,9.0,10.0,10.0,6.0,5.0,8.0,5.0,10.0,10.0,10.0,10.0,63.0
NAPERVILLE,1.0,5.0,5.5,5.0,3.0,5.0,10.0,8.0,9.5,8.0,10.0,9.0,6.5,6.0,8.0,7.0,6.5,5.0,9.5,9.0,10.0,10.0,3.0,5.0,4.5,5.0,10.0,10.0,10.0,10.0,66.5
NAPLES,7.0,5.0,1.0,5.0,4.5,5.0,9.5,8.0,7.0,8.0,10.0,9.0,5.0,6.0,7.0,7.0,8.0,5.0,9.0,9.0,10.0,10.0,2.5,5.0,7.0,5.0,10.0,10.0,10.0,10.0,69.5
NASHUA,6.0,5.0,8.0,5.0,7.0,5.0,7.0,8.0,9.0,8.0,10.0,9.0,9.0,6.0,9.0,7.0,7.0,5.0,9.0,9.0,10.0,10.0,2.0,5.0,1.0,5.0,10.0,10.0,10.0,10.0,66.0
NASHVILLE,4.86,5.0,1.86,5.0,3.29,5.0,7.57,8.0,8.0,8.0,10.0,9.0,6.0,6.0,7.57,7.0,5.86,5.0,9.86,9.0,10.0,10.0,1.71,5.0,4.71,5.0,10.0,10.0,10.0,10.0,59.29
NASSAWADOX,8.0,5.0,5.0,5.0,7.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,6.0,6.0,8.0,7.0,3.0,5.0,10.0,9.0,10.0,10.0,3.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,66.0
NATCHEZ,8.0,5.0,1.0,5.0,5.0,5.0,9.0,8.0,7.0,8.0,10.0,9.0,5.0,6.0,7.0,7.0,1.0,5.0,10.0,9.0,10.0,10.0,9.0,5.0,6.0,5.0,10.0,10.0,10.0,10.0,63.0
NATCHITOCHES,4.0,5.0,7.0,5.0,6.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,3.0,6.0,6.0,7.0,4.0,5.0,10.0,9.0,10.0,10.0,10.0,5.0,7.0,5.0,10.0,10.0,10.0,10.0,74.0
NATIONAL CITY,10.0,5.0,2.0,5.0,6.0,5.0,10.0,8.0,8.0,8.0,10.0,9.0,6.0,6.0,8.0,7.0,5.0,5.0,10.0,9.0,10.0,10.0,6.0,5.0,10.0,5.0,10.0,10.0,10.0,10.0,76.0
NATRONA HEIGHTS,1.0,5.0,5.0,5.0,3.0,5.0,8.0,8.0,7.0,8.0,10.0,9.0,10.0,6.0,10.0,7.0,8.0,5.0,9.0,9.0,10.0,10.0,7.0,5.0,1.0,5.0,10.0,10.0,10.0,10.0,70.0
NEPTUNE,4.5,5.0,2.0,5.0,3.5,5.0,9.5,8.0,9.5,8.0,10.0,9.0,6.5,6.0,8.0,7.0,4.5,5.0,9.5,9.0,10.0,10.0,4.0,5.0,6.5,5.0,10.0,10.0,10.0,10.0,65.5
NEW ALBANY,7.0,5.0,8.0,5.0,7.5,5.0,10.0,8.0,9.5,8.0,10.0,9.0,5.5,6.0,7.5,7.0,7.5,5.0,10.0,9.0,10.0,10.0,7.0,5.0,8.5,5.0,10.0,10.0,10.0,10.0,82.5
NEW BERN,7.0,5.0,5.0,5.0,6.0,5.0,10.0,8.0,7.0,8.0,10.0,9.0,4.0,6.0,6.0,7.0,1.0,5.0,10.0,9.0,10.0,10.0,4.0,5.0,4.0,5.0,10.0,10.0,10.0,10.0,56.0
NEW BRAUNFELS,7.0,5.0,0.0,5.0,4.0,5.0,9.0,8.0,9.0,8.0,10.0,9.0,4.0,6.0,6.0,7.0,5.0,5.0,10.0,9.0,10.0,10.0,1.0,5.0,9.0,5.0,10.0,10.0,10.0,10.0,62.0
NEW BRUNSWICK,6.0,5.0,4.0,5.0,5.0,5.0,9.0,8.0,10.0,8.0,10.0,9.0,9.0,6.0,9.0,7.0,7.0,5.0,10.0,9.0,10.0,10.0,0.0,5.0,8.0,5.0,10.0,10.0,10.0,10.0,70.0
NEW CASTLE,5.67,5.0,5.67,5.0,5.67,5.0,10.0,8.0,9.67,8.0,10.0,9.0,7.0,6.0,8.33,7.0,7.0,5.0,10.0,9.0,10.0,10.0,3.67,5.0,7.67,5.0,10.0,10.0,10.0,10.0,75.67
NEW HAVEN,1.0,5.0,3.0,5.0,1.5,5.0,8.0,8.0,9.0,8.0,10.0,9.0,2.5,6.0,5.5,7.0,1.0,5.0,8.0,9.0,10.0,10.0,3.0,5.0,5.5,5.0,10.0,10.0,10.0,10.0,47.0
NEW HYDE PARK,9.0,5.0,10.0,5.0,9.0,5.0,0.0,8.0,1.0,8.0,0.0,9.0,7.0,6.0,8.0,7.0,9.0,5.0,3.0,9.0,10.0,10.0,9.0,5.0,6.0,5.0,8.0,10.0,9.0,10.0,65.0
NEW IBERIA,7.0,5.0,3.0,5.0,5.0,5.0,7.0,8.0,10.0,8.0,10.0,9.0,0.0,6.0,4.0,7.0,3.0,5.0,10.0,9.0,10.0,10.0,7.0,5.0,3.0,5.0,10.0,10.0,10.0,10.0,56.0
NEW LENOX,5.0,5.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,10.0,9.0,5.0,6.0,7.0,7.0,5.0,5.0,10.0,9.0,10.0,10.0,0.0,5.0,1.0,5.0,10.0,10.0,10.0,10.0,54.0
NEW LONDON,9.0,5.0,10.0,5.0,9.0,5.0,10.0,8.0,9.0,8.0,10.0,9.0,9.0,6.0,9.0,7.0,7.0,5.0,10.0,9.0,10.0,10.0,5.0,5.0,3.0,5.0,10.0,10.0,10.0,10.0,78.0
NEW MARKET,6.0,5.0,7.0,5.0,6.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,0.0,6.0,4.0,7.0,2.0,5.0,9.0,9.0,10.0,10.0,7.0,5.0,3.0,5.0,10.0,10.0,10.0,10.0,60.0
NEW ORLEANS,7.4,5.0,4.5,5.0,6.1,5.0,7.7,8.0,7.4,8.0,10.0,9.0,4.8,6.0,6.9,7.0,3.2,5.0,9.4,9.0,10.0,10.0,3.9,5.0,3.3,5.0,10.0,10.0,10.0,10.0,58.3
NEW ROCHELLE,6.0,5.0,8.0,5.0,7.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,8.0,6.0,9.0,7.0,1.0,5.0,10.0,9.0,10.0,10.0,0.0,5.0,6.0,5.0,10.0,10.0,10.0,10.0,61.0
NEW YORK,5.33,5.0,6.2,5.0,5.53,5.0,8.2,8.0,8.07,8.0,8.0,9.0,5.8,6.0,7.6,7.0,4.0,5.0,9.73,9.0,9.93,10.0,3.8,5.0,5.6,5.0,9.93,10.0,9.93,10.0,62.87
NEWARK,5.22,5.0,5.11,5.0,5.22,5.0,9.11,8.0,8.11,8.0,8.89,9.0,6.33,6.0,7.78,7.0,4.67,5.0,9.44,9.0,10.0,10.0,3.33,5.0,6.78,5.0,10.0,10.0,10.0,10.0,65.78
NEWBERRY,4.0,5.0,0.0,5.0,2.0,5.0,3.0,8.0,9.0,8.0,10.0,9.0,8.0,6.0,9.0,7.0,4.0,5.0,6.0,9.0,10.0,10.0,2.0,5.0,2.0,5.0,10.0,10.0,10.0,10.0,47.0
NEWBURGH,6.5,5.0,6.5,5.0,6.5,5.0,7.5,8.0,8.5,8.0,10.0,9.0,1.0,6.0,4.5,7.0,5.0,5.0,10.0,9.0,10.0,10.0,6.5,5.0,8.5,5.0,10.0,10.0,10.0,10.0,67.0
NEWNAN,6.0,5.0,6.0,5.0,6.0,5.0,7.0,8.0,8.0,8.0,10.0,9.0,5.0,6.0,7.0,7.0,8.0,5.0,9.0,9.0,10.0,10.0,4.0,5.0,7.0,5.0,10.0,10.0,10.0,10.0,70.0
NEWPORT,5.0,5.0,8.0,5.0,6.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,10.0,6.0,10.0,7.0,5.0,5.0,10.0,9.0,10.0,10.0,9.0,5.0,9.0,5.0,10.0,10.0,10.0,10.0,82.0
NEWPORT BEACH,2.0,5.0,10.0,5.0,6.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,7.0,6.0,8.0,7.0,9.0,5.0,10.0,9.0,10.0,10.0,6.0,5.0,10.0,5.0,10.0,10.0,10.0,10.0,85.0
NEWPORT NEWS,4.25,5.0,4.0,5.0,4.25,5.0,8.5,8.0,8.5,8.0,10.0,9.0,5.75,6.0,7.25,7.0,3.5,5.0,9.5,9.0,10.0,10.0,6.0,5.0,6.75,5.0,10.0,10.0,10.0,10.0,64.0
NIAGARA FALLS,3.0,5.0,6.0,5.0,4.0,5.0,8.0,8.0,4.0,8.0,10.0,9.0,3.0,6.0,6.0,7.0,7.0,5.0,10.0,9.0,10.0,10.0,1.0,5.0,0.0,5.0,10.0,10.0,10.0,10.0,53.0
NILES,5.0,5.0,8.0,5.0,6.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,9.0,6.0,9.5,7.0,7.0,5.0,9.5,9.0,10.0,10.0,7.5,5.0,7.0,5.0,10.0,10.0,10.0,10.0,82.0
NOGALES,10.0,5.0,10.0,5.0,10.0,5.0,9.0,8.0,8.0,8.0,10.0,9.0,0.0,6.0,4.0,7.0,4.0,5.0,9.0,9.0,10.0,10.0,6.0,5.0,9.0,5.0,10.0,10.0,10.0,10.0,71.0
NORCO,2.0,5.0,1.0,5.0,2.0,5.0,5.0,8.0,8.0,8.0,10.0,9.0,6.0,6.0,8.0,7.0,4.0,5.0,9.0,9.0,10.0,10.0,3.0,5.0,4.0,5.0,10.0,10.0,10.0,10.0,52.0
NORFOLK,7.12,5.0,4.88,5.0,6.12,5.0,8.75,8.0,8.5,8.0,10.0,9.0,6.88,6.0,8.12,7.0,4.5,5.0,9.5,9.0,10.0,10.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,67.75
NORMANDY,3.0,5.0,1.0,5.0,2.0,5.0,8.0,8.0,10.0,8.0,10.0,9.0,6.0,6.0,8.0,7.0,1.0,5.0,10.0,9.0,10.0,10.0,2.0,5.0,4.0,5.0,10.0,10.0,10.0,10.0,50.0
NORRIDGE,3.0,5.0,8.0,5.0,5.0,5.0,9.0,8.0,9.0,8.0,10.0,9.0,5.0,6.0,7.0,7.0,10.0,5.0,10.0,9.0,10.0,10.0,4.0,5.0,8.0,5.0,10.0,10.0,10.0,10.0,77.0
NORRISTOWN,7.5,5.0,3.5,5.0,6.0,5.0,10.0,8.0,9.5,8.0,10.0,9.0,8.0,6.0,9.0,7.0,5.5,5.0,10.0,9.0,10.0,10.0,5.5,5.0,8.0,5.0,10.0,10.0,10.0,10.0,76.5
NORTH ANDOVER,5.0,5.0,9.0,5.0,7.0,5.0,8.0,8.0,8.0,8.0,10.0,9.0,7.0,6.0,8.0,7.0,9.0,5.0,10.0,9.0,10.0,10.0,5.0,5.0,4.0,5.0,10.0,10.0,10.0,10.0,75.0
NORTH BERGEN,4.0,5.0,3.0,5.0,4.0,5.0,9.0,8.0,3.0,8.0,10.0,9.0,6.0,6.0,8.0,7.0,4.0,5.0,8.0,9.0,10.0,10.0,3.0,5.0,2.0,5.0,10.0,10.0,10.0,10.0,55.0
NORTH BRUNSWICK,8.0,5.0,6.0,5.0,7.0,5.0,2.0,8.0,9.0,8.0,10.0,9.0,8.0,6.0,9.0,7.0,10.0,5.0,10.0,9.0,10.0,10.0,4.0,5.0,8.0,5.0,10.0,10.0,10.0,10.0,73.0
NORTH DARTMOUTH,9.0,5.0,5.0,5.0,7.0,5.0,9.0,8.0,9.0,8.0,10.0,9.0,4.0,6.0,6.0,7.0,6.0,5.0,9.0,9.0,10.0,10.0,4.0,5.0,9.0,5.0,10.0,10.0,10.0,10.0,72.0
NORTH HAVEN,2.5,5.0,5.5,5.0,4.0,5.0,9.5,8.0,10.0,8.0,10.0,9.0,2.5,6.0,5.5,7.0,4.5,5.0,10.0,9.0,10.0,10.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,62.5
NORTH HIGHLANDS,7.0,5.0,3.0,5.0,5.0,5.0,6.0,8.0,7.0,8.0,10.0,9.0,8.0,6.0,9.0,7.0,5.0,5.0,10.0,9.0,10.0,10.0,7.0,5.0,10.0,5.0,10.0,10.0,10.0,10.0,71.0
NORTH HOLLYWOOD,2.0,5.0,7.0,5.0,4.0,5.0,6.0,8.0,7.0,8.0,10.0,9.0,3.0,6.0,6.0,7.0,7.0,5.0,10.0,9.0,10.0,10.0,3.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,59.0
NORTH KANSAS CITY,7.0,5.0,5.0,5.0,6.0,5.0,9.0,8.0,5.0,8.0,10.0,9.0,7.0,6.0,8.0,7.0,4.0,5.0,8.0,9.0,10.0,10.0,5.0,5.0,3.0,5.0,10.0,10.0,10.0,10.0,62.0
NORTH LITTLE ROCK,9.0,5.0,3.5,5.0,6.5,5.0,9.5,8.0,9.5,8.0,10.0,9.0,5.0,6.0,7.0,7.0,4.0,5.0,8.0,9.0,10.0,10.0,3.5,5.0,4.0,5.0,10.0,10.0,10.0,10.0,64.0
NORTH MIAMI,7.0,5.0,8.0,5.0,7.0,5.0,9.0,8.0,10.0,8.0,10.0,9.0,3.0,6.0,6.0,7.0,5.0,5.0,10.0,9.0,10.0,10.0,5.0,5.0,1.0,5.0,10.0,10.0,10.0,10.0,64.0
NORTH MIAMI BEACH,7.5,5.0,7.5,5.0,7.5,5.0,7.5,8.0,9.0,8.0,10.0,9.0,4.5,6.0,7.0,7.0,5.5,5.0,9.5,9.0,10.0,10.0,7.0,5.0,7.5,5.0,10.0,10.0,10.0,10.0,73.0
NORTH PORT,5.0,5.0,2.0,5.0,4.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,10.0,6.0,10.0,7.0,7.0,5.0,9.0,9.0,10.0,10.0,4.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,74.0
NORTH RANDALL,8.0,5.0,8.0,5.0,8.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,5.0,6.0,7.0,7.0,3.0,5.0,10.0,9.0,10.0,10.0,0.0,5.0,7.0,5.0,10.0,10.0,10.0,10.0,64.0
NORTHAMPTON,5.0,5.0,9.0,5.0,7.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,8.0,6.0,9.0,7.0,6.0,5.0,10.0,9.0,10.0,10.0,4.0,5.0,10.0,5.0,10.0,10.0,10.0,10.0,79.0
NORTHFIELD,8.0,5.0,2.0,5.0,5.0,5.0,9.0,8.0,8.0,8.0,10.0,9.0,5.0,6.0,7.0,7.0,6.0,5.0,10.0,9.0,10.0,10.0,3.0,5.0,7.0,5.0,10.0,10.0,10.0,10.0,67.0
NORTHPORT,3.0,5.0,0.0,5.0,2.0,5.0,5.0,8.0,7.0,8.0,10.0,9.0,4.5,6.0,7.0,7.0,3.5,5.0,8.5,9.0,9.0,10.0,2.5,5.0,2.5,5.0,5.0,10.0,7.5,10.0,44.5
NORTHRIDGE,0.5,5.0,3.5,5.0,1.5,5.0,8.5,8.0,8.0,8.0,5.0,9.0,7.0,6.0,8.0,7.0,5.0,5.0,9.5,9.0,10.0,10.0,0.5,5.0,5.5,5.0,10.0,10.0,10.0,10.0,55.5
NORTHWOOD,5.0,5.0,6.0,5.0,5.0,5.0,9.0,8.0,10.0,8.0,10.0,9.0,3.0,6.0,6.0,7.0,4.0,5.0,10.0,9.0,10.0,10.0,3.0,5.0,6.0,5.0,10.0,10.0,10.0,10.0,62.0
NORWALK,8.5,5.0,7.5,5.0,8.0,5.0,9.5,8.0,8.5,8.0,10.0,9.0,3.5,6.0,6.0,7.0,6.5,5.0,9.5,9.0,10.0,10.0,4.5,5.0,7.0,5.0,10.0,10.0,10.0,10.0,73.0
NORWICH,9.0,5.0,6.0,5.0,8.0,5.0,10.0,8.0,9.0,8.0,10.0,9.0,8.0,6.0,9.0,7.0,6.0,5.0,10.0,9.0,10.0,10.0,2.0,5.0,2.0,5.0,10.0,10.0,10.0,10.0,70.0
NORWOOD,4.0,5.0,3.5,5.0,3.5,5.0,9.0,8.0,9.0,8.0,10.0,9.0,7.5,6.0,8.5,7.0,1.5,5.0,10.0,9.0,10.0,10.0,5.5,5.0,7.0,5.0,9.0,10.0,7.0,10.0,61.0
NOVI,7.0,5.0,7.0,5.0,7.0,5.0,9.0,8.0,7.0,8.0,10.0,9.0,2.0,6.0,5.0,7.0,7.0,5.0,9.0,9.0,10.0,10.0,3.0,5.0,6.0,5.0,10.0,10.0,10.0,10.0,67.0
O FALLON,2.0,5.0,0.0,5.0,1.0,5.0,8.0,8.0,9.0,8.0,10.0,9.0,6.0,6.0,8.0,7.0,7.0,5.0,10.0,9.0,10.0,10.0,4.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,63.0
OAK CREEK,6.0,5.0,5.0,5.0,6.0,5.0,10.0,8.0,8.0,8.0,10.0,9.0,6.0,6.0,8.0,7.0,7.0,5.0,10.0,9.0,10.0,10.0,5.0,5.0,6.0,5.0,10.0,10.0,10.0,10.0,75.0
OAK FOREST,5.0,5.0,4.0,5.0,5.0,5.0,9.0,8.0,10.0,8.0,10.0,9.0,10.0,6.0,10.0,7.0,4.0,5.0,9.0,9.0,10.0,10.0,4.0,5.0,8.0,5.0,10.0,10.0,10.0,10.0,71.0
OAK LAWN,5.0,5.0,1.0,5.0,3.0,5.0,9.0,8.0,3.0,8.0,10.0,9.0,9.0,6.0,9.0,7.0,5.0,5.0,10.0,9.0,10.0,10.0,0.0,5.0,2.0,5.0,10.0,10.0,10.0,10.0,54.0
OAK PARK,7.0,5.0,3.5,5.0,5.5,5.0,9.5,8.0,9.5,8.0,10.0,9.0,2.5,6.0,5.5,7.0,3.5,5.0,10.0,9.0,10.0,10.0,6.0,5.0,5.5,5.0,10.0,10.0,10.0,10.0,64.0
OAKLAND,5.33,5.0,3.67,5.0,4.67,5.0,9.17,8.0,8.67,8.0,10.0,9.0,5.33,6.0,7.17,7.0,4.0,5.0,9.5,9.0,10.0,10.0,7.0,5.0,7.83,5.0,10.0,10.0,10.0,10.0,68.67
OAKLAND PARK,6.0,5.0,8.0,5.0,7.0,5.0,7.5,8.0,7.5,8.0,10.0,9.0,5.0,6.0,7.0,7.0,7.0,5.0,9.0,9.0,10.0,10.0,5.0,5.0,1.5,5.0,10.0,10.0,10.0,10.0,66.5
OAKWOOD VILLAGE,6.0,5.0,4.0,5.0,5.0,5.0,10.0,8.0,8.0,8.0,0.0,9.0,7.0,6.0,8.0,7.0,4.0,5.0,9.0,9.0,10.0,10.0,1.0,5.0,0.0,5.0,10.0,10.0,10.0,10.0,55.0
OCALA,5.33,5.0,6.33,5.0,5.67,5.0,9.33,8.0,8.0,8.0,10.0,9.0,5.0,6.0,7.33,7.0,3.33,5.0,10.0,9.0,10.0,10.0,4.67,5.0,7.67,5.0,10.0,10.0,10.0,10.0,66.33
OCEAN SPRINGS,3.0,5.0,7.0,5.0,5.0,5.0,9.0,8.0,1.0,8.0,10.0,9.0,4.0,6.0,6.0,7.0,6.0,5.0,8.0,9.0,10.0,10.0,10.0,5.0,4.0,5.0,10.0,10.0,10.0,10.0,66.0
OCEANSIDE,8.0,5.0,7.67,5.0,8.0,5.0,9.67,8.0,7.67,8.0,10.0,9.0,4.33,6.0,5.67,7.0,7.33,5.0,10.0,9.0,10.0,10.0,7.33,5.0,3.67,5.0,10.0,10.0,10.0,10.0,74.67
OCOEE,6.0,5.0,1.0,5.0,4.0,5.0,8.0,8.0,6.0,8.0,10.0,9.0,6.0,6.0,8.0,7.0,6.0,5.0,6.0,9.0,10.0,10.0,4.0,5.0,0.0,5.0,10.0,10.0,10.0,10.0,58.0
ODESSA,9.0,5.0,5.33,5.0,7.33,5.0,6.33,8.0,9.33,8.0,10.0,9.0,5.33,6.0,7.0,7.0,3.33,5.0,8.67,9.0,10.0,10.0,5.67,5.0,7.33,5.0,10.0,10.0,10.0,10.0,65.33
OKLAHOMA CITY,2.25,5.0,5.5,5.0,3.62,5.0,8.25,8.0,9.12,8.0,10.0,9.0,5.88,6.0,7.38,7.0,5.38,5.0,9.62,9.0,10.0,10.0,3.0,5.0,4.12,5.0,10.0,10.0,10.0,10.0,61.25
OKMULGEE,4.0,5.0,5.0,5.0,4.0,5.0,9.0,8.0,10.0,8.0,10.0,9.0,7.0,6.0,8.0,7.0,6.0,5.0,10.0,9.0,10.0,10.0,7.0,5.0,6.0,5.0,10.0,10.0,10.0,10.0,72.0
OLATHE,8.0,5.0,5.0,5.0,7.0,5.0,10.0,8.0,5.0,8.0,10.0,9.0,6.0,6.0,8.0,7.0,3.0,5.0,10.0,9.0,10.0,10.0,3.0,5.0,2.0,5.0,10.0,10.0,10.0,10.0,60.0
OLD BRIDGE,9.0,5.0,10.0,5.0,10.0,5.0,9.0,8.0,10.0,8.0,10.0,9.0,4.0,6.0,6.0,7.0,5.0,5.0,10.0,9.0,10.0,10.0,4.0,5.0,9.0,5.0,10.0,10.0,10.0,10.0,75.0
OLYMPIA,4.0,5.0,10.0,5.0,7.0,5.0,10.0,8.0,8.0,8.0,10.0,9.0,7.0,6.0,8.0,7.0,7.0,5.0,9.0,9.0,10.0,10.0,6.0,5.0,10.0,5.0,10.0,10.0,10.0,10.0,81.0
OLYMPIA FIELDS,2.0,5.0,0.0,5.0,1.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,10.0,6.0,10.0,7.0,2.0,5.0,10.0,9.0,10.0,10.0,7.0,5.0,3.0,5.0,10.0,10.0,10.0,10.0,62.0
OMAHA,4.0,5.0,2.0,5.0,3.33,5.0,8.33,8.0,9.0,8.0,10.0,9.0,7.67,6.0,8.67,7.0,7.0,5.0,9.67,9.0,10.0,10.0,7.33,5.0,7.33,5.0,10.0,10.0,10.0,10.0,74.0
OMAK,2.0,5.0,0.0,5.0,1.0,5.0,9.0,8.0,6.0,8.0,10.0,9.0,4.0,6.0,6.0,7.0,3.0,5.0,10.0,9.0,10.0,10.0,6.0,5.0,4.0,5.0,10.0,10.0,10.0,10.0,54.0
ONALASKA,4.0,5.0,6.0,5.0,5.0,5.0,9.0,8.0,10.0,8.0,10.0,9.0,5.0,6.0,7.0,7.0,10.0,5.0,10.0,9.0,10.0,10.0,7.0,5.0,10.0,5.0,10.0,10.0,10.0,10.0,83.0
ONTARIO,4.0,5.0,6.33,5.0,5.0,5.0,9.33,8.0,6.33,8.0,10.0,9.0,6.67,6.0,8.0,7.0,6.0,5.0,10.0,9.0,10.0,10.0,6.67,5.0,7.0,5.0,10.0,10.0,10.0,10.0,72.33
ORANGE,5.0,5.0,7.0,5.0,5.67,5.0,8.0,8.0,9.83,8.0,8.33,9.0,5.83,6.0,7.5,7.0,6.33,5.0,9.83,9.0,10.0,10.0,4.83,5.0,7.5,5.0,10.0,10.0,10.0,10.0,71.17
ORANGE CITY,3.0,5.0,7.0,5.0,5.0,5.0,9.0,8.0,7.0,8.0,10.0,9.0,8.0,6.0,9.0,7.0,2.0,5.0,7.0,9.0,10.0,10.0,4.0,5.0,8.0,5.0,10.0,10.0,10.0,10.0,63.0
